client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment	char_count
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32861465.mp3	b6929c210e33c851fa9b40f055aa9c2da965ce7c20c23d5f969fc5938a4b9e63	此版本为注博派的狂派间谍。		4	0			出生地：36 江西省		zh-CN		13
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33195651.mp3	af0de6e08364e7876ea32f497170b2ebc20c9e8d5e09ce20d134405f8de7acba	当初主要以比赛后段的替补角色上场。		6	0			出生地：36 江西省		zh-CN		17
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33130294.mp3	fb1f039b020938d4df64f873b531ad14398f18140caeb71bb5e1864d467b7347	港核投以及运营公司分别是中电控股的附属公司及投资项目。		4	0			出生地：36 江西省		zh-CN		27
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33291553.mp3	ed4ee8d7de4c3c573c103b5ac7ea06c7336826d58e59dc68f1e06ffb515ed51c	石川赖明是安土桃山时代武将和大名。		6	0			出生地：36 江西省		zh-CN		17
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33174857.mp3	800684d3885b4c308677bc3c0bb099237f54b23ba7aae2d5f4b3883139f47250	最终以高塘石站为终点。		2	0			出生地：36 江西省		zh-CN		11
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33212955.mp3	e8f4c8631aff9d5893e5024cbd729dd03be16cab60d3394189a6e778542fd2c2	自由电子激光器的核心是电子源。		6	0			出生地：36 江西省		zh-CN		15
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32958578.mp3	b592416d87424579f5b57ae13086ecd26aade94b9177978759b4433227ac1ce4	这些民众主要是抗议严酷的工作环境以及农业生产的机械化。		4	0			出生地：36 江西省		zh-CN		27
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32871176.mp3	b25f3845322100abe7b640f872e542953a082af732ccc05b2d32957397874efc	毕达哥拉斯主义认为音乐的和谐和数字的美密切相关。		18	0			出生地：36 江西省		zh-CN		24
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862074.mp3	b91a052e54ec101ee777494b7100f03bf1960603fcb701990f0d333d30de63d7	两型叶网脉槭为槭树科槭属下的一个变种。		4	0			出生地：36 江西省		zh-CN		19
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_35340739.mp3	b4bc46dca489fb9b9bd5f1ab381040d30d30651be799800b78e6dba464e26e88	越南的胡朝自此灭亡。		2	0			出生地：36 江西省		zh-CN		10
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32958355.mp3	b7be43afa5560152b5624eb8fbe45dd126c53a75d01cbf1997710d0fb41534c7	马杏垣是中国一位地质学家。		2	0			出生地：36 江西省		zh-CN		13
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32870988.mp3	b86c0cc5c4dca3f44ca43cbc16c2d13d24a2a4e8a0bcdc427cd8ad7d2ec3364d	导演林孝谦说想和周迅合作拍电影。		12	0			出生地：36 江西省		zh-CN		16
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32861867.mp3	b459a108de955102834cc4220eb45694f581e4748907cab231b18cd16b4b1a23	组合的乐曲是首次为电视动画使用的主题曲。		4	0			出生地：36 江西省		zh-CN		20
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862083.mp3	b6e08a5f7e1dd59b088fadc75b29d8ad6f9673aff0c93ea7b6477c38992abe4c	埃尔特尔莱因是德国萨克森州的一个市镇。		2	0			出生地：36 江西省		zh-CN		19
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862096.mp3	b868347048ab244af5ce56cef180708f359f930d4873e3b03f75d56c4e06f534	是人类最早学会酿造的酒。		4	0			出生地：36 江西省		zh-CN		12
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33378471.mp3	bf40b74241fc4d9dc94baa45fe9058c57118d5bac0dffb773bc83013aeb4c617	卡内拉什是葡萄牙阿威罗区的一个堂区。		4	0			出生地：36 江西省		zh-CN		18
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33130270.mp3	fabf04433f930d3d873d50c7b9dd584ed8d6db708b394589fd7d75cd88a56571	如今数千件物品已经被打捞及展出。		8	0			出生地：36 江西省		zh-CN		16
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32861316.mp3	b5dd10ce548d2cf225e0a8aa5589bf9d6af25d7083c7ffc587c27fd422c3f20a	根据日本空港整备法被分成第三种机场。		4	0			出生地：36 江西省		zh-CN		18
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32958335.mp3	b76f8ba5abfb3864b94e6c1fbba80744fb09085b84464984d874e74cce860358	出生于新泽西州北卑尔根。		6	0			出生地：36 江西省		zh-CN		12
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32861559.mp3	b7c22ee32a10d7535ea2128601699d072e6766fef5d3e90ab6ab775012506963	齐克果深受父亲影响。		4	0			出生地：36 江西省		zh-CN		10
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32958468.mp3	b310a73785453d2dffd9d2ad1cf1f61cbccf5f502f424442fc70b749d83c2536	细枝龙脑香为龙脑香科龙脑香属下的一个种。		8	0			出生地：36 江西省		zh-CN		20
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33367212.mp3	b18d17b73bc0d22c67b4f714e9a46f7aefce40ad4c37ef8a52d22906e2e7e210	小瓣金花茶为山茶科山茶属的植物。		8	0			出生地：36 江西省		zh-CN		16
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32861790.mp3	b7a54ccef27ba4d55b64e7bb212d6888ff1f50acf32544181f92fc668b218033	同年崔贵生辞去江西铜业执行董事职务。		4	0			出生地：36 江西省		zh-CN		18
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33367223.mp3	b2457c56df3f0e6105e73e5cdc9155e59d937a52bb2aee099ea4f630c7f04b04	佩康库尔人口变化图示		4	0			出生地：36 江西省		zh-CN		10
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862077.mp3	b2354b4b54362bd8c543f7b76f2d63234f08bcdcac7c49dfaa2567d29c93d742	图伯是位于美国加利福尼亚州莫多克县的一个非建制地区。		4	0			出生地：36 江西省		zh-CN		26
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32870882.mp3	b8db61d8b12ad45cec90ca7516b8e591e0aca61c6a9bad1fd25b16e5d662b03f	污水下水道为台湾新十大建设之一。		6	0			出生地：36 江西省		zh-CN		16
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_36829703.mp3	be297f8c7c6bce6fbf9d4a3f2209b43badb80b6ab2fed8d5386649d646ef64fc	本道路在本地区境内东段有经过宝山水库北岸地带。		2	0			出生地：36 江西省		zh-CN		23
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_36837294.mp3	be9793593a5e7cd9d4bdc361373a6b79da41bc4ef2e9d926ee2ce7bd3840e2df	宋世槐曾出力创建上海电报局。		2	0			出生地：36 江西省		zh-CN		14
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32875360.mp3	b57ba8acf000b054d58f0409acecf2ca62ae695a3ce09e91393e949a5536b39f	莱奥列尔人口变化图示		4	0			出生地：36 江西省		zh-CN		10
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32861688.mp3	b1d0e59fc962d1794b389ff65f31537163962819bddbb1b03a71352243afd605	嘉庆二十二年八月再任。		4	0			出生地：36 江西省		zh-CN		11
