client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment	word_count
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26668871.mp3	26746cfd7dc01ab66e8fa8b77f1fff2a306030f267d929766390b7158f419634	Wat is er mis met het ontwerp voor de financiële vooruitzichten?		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26633513.mp3	24022458b22df35658ccd3aca4c216a651523a977c1493dbd77d298d404ddc7c	Commissaris, we verwachten concrete en snelle maatregelen van u op dit gebied.		2	0			Nederlands Nederlands		nl		12
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26688393.mp3	275551bc4706336ccf75f4be8c69fcd4d87e5ca7cd6122118d323102ed2f4634	We moeten er aanwezig kunnen zijn en met elkaar kunnen overleggen.		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26743310.mp3	28429c6837471be6a644ff9c935c6d32ff01482fc9e17cf41759fd7804860790	Ik zal ook de andere onderdelen van deze activiteiten nog vermelden.		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23981902.mp3	0d16b5e48418ea0fdcc5a23a0d09238296ac0a93557a7243a1484d8ff90cc3b2	De commissie had daar een zeer uitgesproken mening over.		2	0			Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23970147.mp3	0c7fcacdf6f18ea62e166898e628c02bd7b08467f38e97915a4629d1b17b23d8	Wij hebben met dat alles een groot succes geboekt.		2	0			Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24025453.mp3	0f52dd2266d3c3736f52a6a444da01ac664a386eed7013fb7de24e8f805affad	Dat komt omdat het verkeer zelfs sneller groeit dan de economie.		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26646436.mp3	2546116416f2186b2cdfec3a6e9e423fc11f1528b6a665c903acbd20133e19b2	Hoe gaan we nu regels scheppen voor de verschillende typen inhoud?		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26836711.mp3	2970e69129d7911fe7ef148ef2f45b25a99318b44c39deeee1068e04f5b735f0	We willen dat regio's met grondwettelijke bevoegdheden een grotere rol toebedeeld krijgen.		2	0			Nederlands Nederlands		nl		12
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23971313.mp3	0c805ea6ba56a49875b25e8b435735bee9e188e1f2ef8727c2bc173d6f8d245a	De rechtszekerheid zal hierdoor onherstelbare schade lijden.		2	0			Nederlands Nederlands		nl		7
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26605143.mp3	22d6698f016cfc1572849828306d9f9c22c17bdb58d380154fc3d17b18d80c6a	Er moeten verdere stappen worden ondernomen.		2	0			Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23971901.mp3	0c6d9f3bf498b844f62df060a14e44d46628eaf057417d65439df6d280b9cf65	Ik kan slechts een paar zaken aan de orde stellen.		2	0			Nederlands Nederlands		nl		10
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24096965.mp3	107f942a14ac0fe58ce2fec45b9bce66ab82512e854a94808f0871cd1097cf18	Zoals ik al zei, we zien dan graag wat er gebeurt.		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24357166.mp3	12d62bd14825767cf4de6b0a8a5de26dc72c3b53019e4baba915ea1b91744013	En wat is de kuur hiervoor?		2	0			Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24072666.mp3	100ee6275c4ffa70090b2c84622338ce37856a34db7a8036fa3b56308e991f22	Ik kan nog in het kort zeggen welke amendementen wij aannemen en welke niet.		2	0			Nederlands Nederlands		nl		14
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23920771.mp3	094ab9d2f0d20673cf527ce1778a48f99517f54a00ae884211d99e8e4b4a20ee	Zoals ik reeds heb gezegd, is de schade enorm.		2	0	fourties	male_masculine	Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26836863.mp3	29930ac56acc2741db4e5b8c724633c004b68698ba8052e3db8777dedcd24afe	De humanitaire situatie is alarmerend.		2	0			Nederlands Nederlands		nl		5
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23925509.mp3	09f45afa6c49f7e9a8afb7e1801115994caa74a4cd5f776a6b21a0a64e5304ac	We zullen daarom vóór het verslag stemmen.		2	0	fourties	male_masculine	Nederlands Nederlands		nl		7
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26678093.mp3	273cbb996f68065198f94719361fe01e1e8f3baffcf2cc1134213ded31db9100	Van dit alles is nota genomen, mijnheer.		2	0			Nederlands Nederlands		nl		7
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26651808.mp3	259cd954b250a356761c85f6daf11ff5652c05d235657ae5e413c27660721d96	Hiervoor en voor een hoop andere dingen is bewondering zeker op zijn plaats.		2	0			Nederlands Nederlands		nl		13
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26670436.mp3	26cad1ecdecdf31a50aa8a0316df0625786b7c5cc17c3ab6b67711faa64da5d1	Dat is allemaal niets nieuws.		2	0			Nederlands Nederlands		nl		5
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23934771.mp3	09fb49b584b82c4b80c21ee0933a3f409a3c21bf609fd69cdba6365701371dd9	Er moet sprake zijn van nationale belastingheffing.		2	0	fourties	male_masculine	Nederlands Nederlands		nl		7
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26720682.mp3	277cdb046bf2b4990ba113ffaa4010077085cc119cd076522f13d5daa9cafa1a	Ik hoop dat dit zo zal worden aanvaard.		2	0			Nederlands Nederlands		nl		8
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24008547.mp3	0e161745a8ad90adb93f981073e425bfcd515f56f9d902ecffe5d38d7df9033c	Ik beschouw dit als een grote kans.		2	0			Nederlands Nederlands		nl		7
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23965175.mp3	0b97e72898beac3dd9475a3bcb3ff4cb88d21174ed1417b0e0af9330b00a7f22	Dat hoort allemaal openbaar te worden.		2	0			Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23954194.mp3	0a6b38ab25cb157bffe91393eec866f07a90e3f3042b5743ee4d8b18cdc03854	Wij hebben middelen in die regio.		2	0			Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26668845.mp3	26bbd172350407531a57b54636399987775c5f31b5192d4fa9d9f922f8c63f20	Wij nemen nota hiervan en zullen dit rechtzetten.		2	0			Nederlands Nederlands		nl		8
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26756414.mp3	27562b9690240926ab52a8a1771b622b67a7a8bc4f9480bd3ca46235c120723a	Het gaat om hun vaderland; zij moeten hun eigen staat weer opbouwen.		2	0			Nederlands Nederlands		nl		12
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26836997.mp3	29c760204e6d52262303923159282decfda201ac828bec364402e97a3132356a	Ik heb daar niet echt een antwoord op.		2	0			Nederlands Nederlands		nl		8
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23935445.mp3	0aa8502e784186d1c15b356e0d0aaaf72804eca75de695e08bc939a169d9699c	Als iemand wil kan hij die vermelden, anders doet hij het niet.		2	0			Nederlands Nederlands		nl		12
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26633584.mp3	2431dbfb63ee00dcc217a52631ee8272c064a8db87019afc193f6019d7a14a75	Ik zal proberen kort te reageren.		2	0			Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23971266.mp3	0c9dee3fda98dc069cea8941df8bbe36dcc43b4314d9f5f53e10d40b17a5f32a	Dat hebben we in de commissie ook al besproken.		2	0			Nederlands Nederlands		nl		9
